ticket_id,customer_id,issue_type,response_time,resolution_status,feedback_rating
T1523,C91710,,12 hours,Escalated,1.7
T1524,C09234,Account Issue,39 hours,Escalated,4.0
T1525,C06801,Order Delay,34 hours,Escalated,2.0
T1526,C77363,Account Issue,7 hours,Resolved,1.3
T1527,C58391,Order Delay,33 hours,Resolved,1.0
T1528,C24405,Account Issue,35 hours,Escalated,4.2
T1529,C15396,Refund Request,20 hours,Resolved,1.9
T1530,C11549,,34 hours,Escalated,2.0
T1531,C15005,Account Issue,12 hours,Pending,1.2
T1532,C85350,Account Issue,3 hours,Escalated,4.7
T1533,C55676,Order Delay,21 hours,Escalated,1.2
T1534,C34310,Account Issue,48 hours,Resolved,1.9
T1535,C21199,Order Delay,19 hours,Resolved,
T1536,C64179,Account Issue,35 hours,Resolved,2.8
T1537,C08153,Refund Request,24 hours,Pending,2.4
T1538,C14308,Refund Request,13 hours,Pending,4.2
T1539,C22563,Refund Request,17 hours,Resolved,
T1540,C69874,Refund Request,20 hours,Resolved,4.1
T1541,C98114,Account Issue,7 hours,Pending,3.6
T1542,C25020,Refund Request,37 hours,Pending,3.6
T1543,C84084,Product Inquiry,27 hours,Resolved,2.3
T1544,C69820,Product Inquiry,34 hours,Resolved,3.1
T1545,C09343,Refund Request,16 hours,Resolved,3.5
T1546,,Order Delay,,Pending,2.0
T1547,C82839,Product Inquiry,12 hours,Pending,3.2
T1548,,Product Inquiry,29 hours,Escalated,4.6
T1549,C33225,,7 hours,Escalated,1.0
T1550,C51763,Refund Request,14 hours,Pending,3.6
T1551,C53041,Account Issue,12 hours,Escalated,2.6
T1552,C31179,Order Delay,28 hours,Escalated,2.7
T1553,C02998,Product Inquiry,,Pending,4.5
T1554,C48361,Product Inquiry,13 hours,Pending,3.5
T1555,C95219,Product Inquiry,38 hours,Resolved,3.0
T1556,,Refund Request,45 hours,Resolved,2.0
T1557,C22662,Account Issue,,Resolved,2.3
T1558,C87310,Order Delay,42 hours,Pending,2.1
T1559,C90260,Refund Request,37 hours,Resolved,1.3
T1560,C05361,Order Delay,17 hours,Escalated,1.6
T1561,C43692,Refund Request,43 hours,Resolved,1.0
T1562,C65869,Product Inquiry,44 hours,Escalated,4.0
T1563,C53428,Product Inquiry,20 hours,Pending,
T1564,C15910,Order Delay,18 hours,Pending,3.1
T1565,C95224,Order Delay,45 hours,Pending,1.9
T1566,C65979,Refund Request,,Pending,4.2
T1567,C99881,Account Issue,19 hours,Escalated,3.3
T1568,C50879,Order Delay,44 hours,Pending,2.9
T1569,C34359,Refund Request,28 hours,Escalated,4.3
T1570,C49397,Order Delay,21 hours,Pending,3.9
T1571,C96045,Order Delay,23 hours,Resolved,1.6
T1572,C99901,Product Inquiry,35 hours,Escalated,1.3
T1573,C00438,,27 hours,Escalated,4.4
T1574,C86626,Order Delay,37 hours,Pending,4.6
T1575,C82059,Product Inquiry,44 hours,Resolved,3.2
T1576,C65490,Product Inquiry,35 hours,Pending,3.8
T1577,C88168,Refund Request,41 hours,Resolved,3.3
T1578,C81587,Account Issue,6 hours,Escalated,4.3
T1579,C05287,Product Inquiry,27 hours,Resolved,2.1
T1580,C68261,Product Inquiry,7 hours,Resolved,2.0
T1581,C03163,Refund Request,8 hours,Resolved,3.3
T1582,C89042,Refund Request,5 hours,Pending,1.2
T1583,C78649,Order Delay,29 hours,Pending,4.0
T1584,C89743,Account Issue,22 hours,Pending,
T1585,C52360,Account Issue,38 hours,,2.6
T1586,C10267,Order Delay,10 hours,Resolved,2.1
T1587,C94959,Product Inquiry,16 hours,Resolved,2.0
T1588,C33036,Order Delay,14 hours,Escalated,2.8
T1589,C00532,Refund Request,5 hours,Escalated,1.2
T1590,C92886,Account Issue,17 hours,Resolved,3.4
T1591,C31723,Account Issue,13 hours,Escalated,4.0
T1592,C00372,Product Inquiry,5 hours,Pending,4.0
T1593,C43780,Order Delay,3 hours,Pending,2.8
T1594,C27627,Product Inquiry,41 hours,Escalated,3.9
T1595,C45139,Account Issue,29 hours,Resolved,2.2
T1596,C01887,Account Issue,28 hours,Pending,3.5
T1597,C92988,Refund Request,32 hours,Resolved,3.2
T1598,C55590,Product Inquiry,43 hours,Resolved,4.8
T1599,C15904,Refund Request,11 hours,Resolved,3.8
T1600,C38749,Order Delay,5 hours,Pending,2.7
T1601,C39368,Refund Request,47 hours,Escalated,3.0
T1602,C59114,Refund Request,38 hours,Resolved,2.6
T1603,C44942,Refund Request,41 hours,Resolved,2.4
T1604,C54340,Order Delay,42 hours,,4.1
T1605,C82040,Account Issue,31 hours,Pending,1.4
T1606,C73496,Order Delay,39 hours,Pending,
T1607,C62030,Product Inquiry,27 hours,Resolved,4.4
T1608,C53710,Refund Request,7 hours,Escalated,1.7
T1609,C25600,Account Issue,10 hours,Escalated,4.0
T1610,C65333,Product Inquiry,34 hours,Pending,4.7
T1611,C06782,Account Issue,18 hours,Resolved,4.4
T1612,C41413,Account Issue,2 hours,Pending,4.0
T1613,C05519,Refund Request,24 hours,Resolved,2.2
T1614,C28330,Product Inquiry,41 hours,Escalated,3.9
T1615,C19712,Product Inquiry,42 hours,Escalated,4.8
T1616,C32653,Order Delay,16 hours,Pending,3.2
T1617,,Product Inquiry,5 hours,Pending,1.4
T1618,C95472,Order Delay,19 hours,Resolved,3.6
T1619,C09055,Product Inquiry,26 hours,Pending,2.8
T1620,C41238,Order Delay,3 hours,Pending,3.5
T1621,C15397,Product Inquiry,44 hours,Resolved,2.3
T1622,C15953,Product Inquiry,44 hours,Resolved,1.7
T1623,,Order Delay,,Resolved,1.3
T1624,C08498,Refund Request,21 hours,Pending,2.1
T1625,C87706,Order Delay,1 hours,Pending,4.7
T1626,C33565,Order Delay,2 hours,Resolved,
T1627,C98468,Account Issue,14 hours,Resolved,2.4
T1628,C99695,Refund Request,33 hours,Escalated,2.4
T1629,C46140,Refund Request,16 hours,Pending,2.5
T1630,C33872,Product Inquiry,32 hours,Resolved,5.0
T1631,C54088,Refund Request,29 hours,Escalated,2.1
T1632,C19771,Product Inquiry,43 hours,Pending,2.2
T1633,C57161,Refund Request,2 hours,Pending,1.3
T1634,,Refund Request,5 hours,Escalated,4.0
T1635,C41827,Product Inquiry,5 hours,Pending,1.6
T1636,C18445,Account Issue,36 hours,Escalated,3.4
T1637,C69551,Order Delay,19 hours,Pending,3.4
T1638,C69931,Account Issue,48 hours,Pending,1.5
T1639,C59809,Refund Request,34 hours,Resolved,2.9
T1640,C29770,Product Inquiry,42 hours,Resolved,2.0
T1641,C18544,Product Inquiry,13 hours,Escalated,3.3
T1642,C66195,Order Delay,,,4.3
T1643,C00773,,40 hours,Pending,2.0
T1644,C56073,Product Inquiry,36 hours,Pending,3.6
T1645,,Refund Request,,,3.1
T1646,C55954,Refund Request,18 hours,Pending,
T1647,C69642,Order Delay,26 hours,Pending,2.1
T1648,C85823,Account Issue,33 hours,Pending,4.0
T1649,C96973,Product Inquiry,2 hours,Escalated,2.9
T1650,C55960,Order Delay,19 hours,Resolved,2.7
T1651,C25370,Refund Request,47 hours,Escalated,3.5
T1652,C05160,Product Inquiry,17 hours,Pending,4.2
T1653,C88226,Product Inquiry,,Escalated,4.6
T1654,C62860,Product Inquiry,15 hours,Resolved,2.7
T1655,C74636,Refund Request,26 hours,Pending,2.8
T1656,C48049,Account Issue,42 hours,Pending,1.3
T1657,C57492,Account Issue,33 hours,Escalated,4.6
T1658,C67860,Order Delay,31 hours,Pending,3.9
T1659,C71701,Product Inquiry,15 hours,Resolved,3.2
T1660,C80126,Product Inquiry,5 hours,Escalated,4.8
T1661,C33918,Order Delay,13 hours,Pending,1.2
T1662,C54899,Refund Request,27 hours,,1.2
T1663,C93555,Account Issue,46 hours,Escalated,4.9
T1664,C22542,Account Issue,42 hours,Resolved,1.9
T1665,C25220,Refund Request,23 hours,,3.2
T1666,C46667,Product Inquiry,46 hours,Escalated,2.8
T1667,C31777,Refund Request,48 hours,Pending,4.8
T1668,C54970,Account Issue,3 hours,Pending,3.1
T1669,C61224,Product Inquiry,43 hours,Escalated,1.3
T1670,C55190,Product Inquiry,26 hours,Resolved,2.4
T1671,C79882,Refund Request,20 hours,Resolved,3.9
T1672,C36117,Refund Request,4 hours,Resolved,1.4
T1673,C25294,Refund Request,18 hours,,2.2
T1674,C25354,Refund Request,28 hours,Pending,4.4
T1675,C07022,Order Delay,,Resolved,3.4
T1676,C42184,Product Inquiry,43 hours,Resolved,3.1
T1677,C28120,Account Issue,28 hours,Pending,1.5
T1678,C46947,Product Inquiry,41 hours,Escalated,1.9
T1679,C51895,Refund Request,,Escalated,2.1
T1680,C84766,Product Inquiry,35 hours,Pending,1.9
T1681,C49036,Refund Request,21 hours,Escalated,3.9
T1682,C29718,Order Delay,48 hours,Escalated,1.5
T1683,C73979,Product Inquiry,9 hours,Escalated,1.9
T1684,C73110,Refund Request,30 hours,Escalated,
T1685,C79547,Product Inquiry,19 hours,Escalated,4.4
T1686,C97534,Order Delay,16 hours,Pending,2.0
T1687,C62872,Order Delay,10 hours,Pending,2.9
T1688,C77342,,30 hours,Resolved,
T1689,C75545,,29 hours,Pending,4.1
T1690,C16594,Refund Request,,Escalated,3.0
T1691,C70301,Product Inquiry,36 hours,Resolved,1.1
T1692,,Product Inquiry,34 hours,Resolved,3.7
T1693,C32987,Refund Request,44 hours,Escalated,1.1
T1694,C81977,Account Issue,48 hours,Pending,3.7
T1695,C76543,Product Inquiry,13 hours,Escalated,3.6
T1696,C43765,Refund Request,38 hours,Escalated,2.8
T1697,C14076,Account Issue,8 hours,Pending,3.1
T1698,C73959,Order Delay,11 hours,Resolved,3.1
T1699,C63676,Account Issue,23 hours,Resolved,2.5
T1700,C89837,Order Delay,22 hours,Escalated,4.9
T1701,C17354,Account Issue,46 hours,Resolved,3.6
T1702,C26008,Refund Request,25 hours,Escalated,1.1
T1703,C97484,Account Issue,8 hours,Resolved,1.2
T1704,C94980,Account Issue,23 hours,Resolved,4.4
T1705,C08962,Refund Request,22 hours,Escalated,1.5
T1706,C35303,Account Issue,46 hours,Pending,3.0
T1707,C56619,Product Inquiry,36 hours,Escalated,
T1708,,Refund Request,30 hours,Pending,4.1
T1709,C35798,Account Issue,10 hours,Resolved,1.5
T1710,C56588,Account Issue,7 hours,Escalated,1.4
T1711,C26705,Account Issue,41 hours,Escalated,3.0
T1712,C74171,,40 hours,Resolved,4.7
T1713,C97620,Order Delay,,Escalated,4.7
T1714,C46737,Account Issue,48 hours,Pending,2.1
T1715,C66576,Refund Request,2 hours,Escalated,1.0
T1716,C77834,Refund Request,19 hours,Resolved,1.4
T1717,C04622,Account Issue,26 hours,Pending,4.9
T1718,,Refund Request,7 hours,Resolved,2.4
T1719,C51357,,4 hours,Pending,1.0
T1720,,Product Inquiry,26 hours,Pending,2.3
T1721,C94058,Refund Request,23 hours,Pending,3.2
T1722,C82107,Order Delay,47 hours,Pending,2.7
T1723,C79939,Refund Request,46 hours,Resolved,3.5
T1724,C48068,Account Issue,27 hours,Pending,4.7
T1725,C85809,Order Delay,,Escalated,3.1
T1726,C86747,Product Inquiry,34 hours,Escalated,3.9
T1727,C31369,Product Inquiry,7 hours,Pending,3.3
T1728,C20533,Product Inquiry,48 hours,Escalated,3.8
T1729,C26887,Refund Request,7 hours,Pending,2.9
T1730,C86405,Account Issue,5 hours,Pending,2.9
T1731,C79048,Refund Request,3 hours,Pending,3.2
T1732,C14019,Refund Request,6 hours,Pending,4.9
T1733,C39744,Order Delay,5 hours,Escalated,4.4
T1734,C69664,Product Inquiry,43 hours,Pending,5.0
T1735,C51735,Account Issue,7 hours,Resolved,1.2
T1736,C11580,Account Issue,9 hours,Resolved,2.6
T1737,C57035,Order Delay,32 hours,Resolved,3.7
T1738,C17566,Account Issue,12 hours,Resolved,1.9
T1739,C61670,Product Inquiry,7 hours,Pending,3.8
T1740,C82013,Product Inquiry,7 hours,Resolved,3.0
T1741,C91105,Order Delay,6 hours,Resolved,1.1
T1742,C09232,Refund Request,44 hours,Pending,2.5
T1743,C12482,Refund Request,25 hours,Resolved,
T1744,C90465,Account Issue,,Resolved,3.6
T1745,C47492,Account Issue,35 hours,Escalated,1.5
T1746,C20186,Refund Request,8 hours,Escalated,4.4
T1747,C00765,Account Issue,19 hours,Pending,1.6
T1748,C61288,Order Delay,21 hours,Pending,1.3
T1749,C48164,Order Delay,13 hours,Pending,1.5
T1750,C63297,Account Issue,28 hours,Escalated,4.1
T1751,C35603,Refund Request,32 hours,Pending,3.5
T1752,C67653,Refund Request,45 hours,Pending,3.9
T1753,C11153,Refund Request,3 hours,Pending,2.5
T1754,C47890,Product Inquiry,12 hours,Resolved,
T1755,C59011,Product Inquiry,42 hours,Escalated,2.1
T1756,C85862,Account Issue,4 hours,Resolved,4.4
T1757,C76200,Account Issue,31 hours,Pending,4.0
T1758,,Order Delay,40 hours,Resolved,2.1
T1759,C48707,Account Issue,14 hours,Pending,3.8
T1760,C82682,Account Issue,10 hours,Resolved,1.7
T1761,C02835,Account Issue,28 hours,Escalated,2.6
T1762,C28545,Order Delay,26 hours,Resolved,3.0
T1763,C06014,Product Inquiry,32 hours,Resolved,2.8
T1764,C89854,Account Issue,8 hours,Escalated,2.3
T1765,C95698,Order Delay,13 hours,Escalated,
T1766,C78899,Order Delay,11 hours,Pending,4.5
T1767,C68230,Order Delay,,Pending,2.3
T1768,C44817,Product Inquiry,4 hours,Pending,1.5
T1769,C07995,Account Issue,15 hours,Escalated,3.9
T1770,C21772,Account Issue,20 hours,Resolved,1.3
T1771,C28529,Order Delay,11 hours,Pending,4.3
T1772,C36905,Account Issue,3 hours,Escalated,2.5
T1773,C10437,Order Delay,42 hours,,2.1
T1774,,Account Issue,11 hours,Resolved,2.0
T1775,C42700,Account Issue,9 hours,Resolved,2.5
T1776,C95712,Product Inquiry,,Resolved,3.9
T1777,C61933,Order Delay,40 hours,Pending,3.8
T1778,C42467,Product Inquiry,35 hours,Escalated,2.9
T1779,C78574,Account Issue,,Resolved,2.5
T1780,C45799,Order Delay,47 hours,Pending,2.7
T1781,C94197,Refund Request,41 hours,Resolved,1.3
T1782,C57712,,,Escalated,3.9
T1783,C45102,Product Inquiry,39 hours,Resolved,2.3
T1784,C78195,Account Issue,39 hours,Pending,1.7
T1785,C24655,Order Delay,17 hours,Pending,1.6
T1786,C97470,Product Inquiry,25 hours,Pending,2.7
T1787,C45852,Refund Request,21 hours,Escalated,2.0
T1788,C87664,Refund Request,39 hours,,2.0
T1789,C98049,Account Issue,35 hours,Pending,1.2
T1790,C97690,Account Issue,17 hours,Resolved,3.8
T1791,C05511,Account Issue,2 hours,Resolved,4.3
T1792,C94669,Product Inquiry,39 hours,Pending,3.1
T1793,C98454,,12 hours,Escalated,4.9
T1794,C81792,Account Issue,41 hours,Resolved,4.9
T1795,C13830,Refund Request,27 hours,Escalated,3.4
T1796,C53378,Order Delay,48 hours,Resolved,3.7
T1797,C57993,Account Issue,8 hours,Escalated,2.2
T1798,C62693,Order Delay,28 hours,Pending,4.0
T1799,C56214,Order Delay,32 hours,Resolved,4.8
T1800,C35247,Product Inquiry,6 hours,Pending,3.7
T1801,C33023,Order Delay,1 hours,Resolved,2.2
T1802,C63065,Product Inquiry,44 hours,Resolved,4.0
T1803,C29598,Account Issue,34 hours,Escalated,3.1
T1804,C49190,Order Delay,31 hours,Escalated,2.3
T1805,C00675,Refund Request,45 hours,Pending,4.8
T1806,C06559,Product Inquiry,5 hours,Escalated,2.6
T1807,C99759,,34 hours,Escalated,2.9
T1808,C26226,Order Delay,41 hours,Resolved,3.1
T1809,C33755,Product Inquiry,19 hours,Pending,3.7
T1810,C69120,Order Delay,25 hours,Pending,2.5
T1811,C02420,Product Inquiry,46 hours,Resolved,2.4
T1812,C34236,Refund Request,44 hours,Pending,3.7
T1813,C19590,Order Delay,5 hours,Pending,2.2
T1814,C79281,Order Delay,6 hours,Escalated,4.3
T1815,C59327,Product Inquiry,25 hours,Escalated,4.9
T1816,C24973,Account Issue,22 hours,Escalated,4.7
T1817,C15419,Order Delay,22 hours,Pending,1.6
T1818,C72807,Product Inquiry,24 hours,Escalated,3.3
T1819,C47318,Order Delay,40 hours,,4.4
T1820,C80064,Account Issue,,Pending,4.5
T1821,C23130,Order Delay,44 hours,Resolved,3.9
T1822,C12318,Product Inquiry,10 hours,Escalated,1.5
T1823,C75278,Refund Request,47 hours,Escalated,3.5
T1824,C13314,Refund Request,48 hours,Escalated,4.8
T1825,C79422,Order Delay,,Pending,1.7
T1826,C70616,Product Inquiry,26 hours,Pending,2.8
T1827,C28104,Refund Request,5 hours,Escalated,4.0
T1828,C73480,Account Issue,4 hours,Pending,2.7
T1829,C37609,Refund Request,23 hours,Resolved,3.8
T1830,C13574,Refund Request,29 hours,Escalated,
T1831,C05271,Order Delay,47 hours,Resolved,4.4
T1832,C74008,Product Inquiry,33 hours,Escalated,4.2
T1833,C56674,Product Inquiry,42 hours,Escalated,2.3
T1834,C63863,Product Inquiry,9 hours,Escalated,4.0
T1835,C56772,Account Issue,8 hours,Resolved,1.9
T1836,C78393,Product Inquiry,35 hours,Escalated,
T1837,C62714,Refund Request,41 hours,Escalated,3.6
T1838,C74883,Account Issue,3 hours,Escalated,1.2
T1839,C77335,Account Issue,13 hours,Escalated,4.9
T1840,,Refund Request,12 hours,Pending,1.4
T1841,C88862,Product Inquiry,9 hours,Resolved,1.6
T1842,C58760,,5 hours,Escalated,2.5
T1843,C93267,Order Delay,4 hours,Escalated,2.3
T1844,C77215,Refund Request,13 hours,Escalated,2.6
T1845,C21723,Refund Request,34 hours,Escalated,1.0
T1846,C94397,,7 hours,Pending,3.0
T1847,C69130,Order Delay,29 hours,Escalated,
T1848,C06767,Order Delay,34 hours,Pending,2.4
T1849,C86803,Refund Request,42 hours,Resolved,2.6
T1850,C33632,Product Inquiry,10 hours,Resolved,1.8
T1851,C25603,,6 hours,Pending,2.6
T1852,C78950,Order Delay,43 hours,Escalated,3.4
T1853,C31777,Refund Request,21 hours,Escalated,2.2
T1854,,Order Delay,18 hours,Pending,3.3
T1855,C47055,Refund Request,39 hours,Resolved,3.4
T1856,C26264,Account Issue,12 hours,Resolved,3.9
T1857,C78052,Account Issue,40 hours,Escalated,
T1858,C30383,Order Delay,21 hours,Escalated,3.0
T1859,C47851,Refund Request,24 hours,Pending,3.5
T1860,C77410,Account Issue,19 hours,Escalated,5.0
T1861,C74058,,44 hours,Escalated,2.8
T1862,C31211,Product Inquiry,4 hours,Escalated,3.6
T1863,C62820,Order Delay,,Escalated,2.1
T1864,C63017,Order Delay,3 hours,Pending,4.0
T1865,C49326,Product Inquiry,24 hours,,4.4
T1866,C46873,Product Inquiry,31 hours,Pending,4.9
T1867,C94219,Order Delay,16 hours,Resolved,4.6
T1868,C77816,Order Delay,3 hours,,1.9
T1869,C35799,Order Delay,39 hours,Resolved,4.3
T1870,C60166,Product Inquiry,27 hours,Escalated,1.3
T1871,C56477,Account Issue,29 hours,Escalated,2.8
T1872,C36129,,40 hours,Escalated,4.2
T1873,C19371,Product Inquiry,8 hours,Resolved,4.2
T1874,C52414,,2 hours,Pending,1.2
T1875,C53662,Refund Request,20 hours,Resolved,4.6
T1876,C33609,Product Inquiry,8 hours,Resolved,1.4
T1877,C56980,Refund Request,15 hours,Resolved,4.2
T1878,C76184,Refund Request,14 hours,Resolved,5.0
T1879,C61774,Refund Request,13 hours,Resolved,4.9
T1880,C88061,Account Issue,23 hours,Resolved,4.0
T1881,C31178,Refund Request,7 hours,Escalated,4.8
T1882,C63668,Product Inquiry,35 hours,Resolved,2.1
T1883,C12891,Order Delay,43 hours,Resolved,3.8
T1884,C30260,,45 hours,Escalated,4.8
T1885,C70043,Product Inquiry,2 hours,Resolved,4.2
T1886,C63275,Refund Request,13 hours,Pending,4.3
T1887,C20067,Product Inquiry,35 hours,Pending,2.4
T1888,C40447,Account Issue,28 hours,Pending,2.3
T1889,C21690,Product Inquiry,22 hours,Resolved,1.6
T1890,C22964,Product Inquiry,23 hours,Pending,4.5
T1891,C31681,Account Issue,47 hours,Escalated,4.8
T1892,C38882,,17 hours,Escalated,4.1
T1893,C67578,Product Inquiry,23 hours,Resolved,1.6
T1894,C91738,Product Inquiry,7 hours,Pending,3.6
T1895,C63658,Account Issue,44 hours,Escalated,4.3
T1896,C76862,Account Issue,8 hours,Escalated,2.0
T1897,C24850,Order Delay,25 hours,Resolved,1.6
T1898,C06824,,16 hours,Resolved,3.1
T1899,C62280,Refund Request,1 hours,Escalated,4.1
T1900,C23012,Order Delay,,Escalated,2.7
T1901,C87485,Product Inquiry,5 hours,Pending,4.4
T1902,C60249,Refund Request,9 hours,Pending,1.8
T1903,C38754,Order Delay,17 hours,Pending,4.6
T1904,C16831,Refund Request,20 hours,Pending,
T1905,C08609,Order Delay,21 hours,Resolved,2.1
T1906,C55800,Order Delay,12 hours,Pending,
T1907,C14319,Account Issue,41 hours,Pending,2.0
T1908,C06543,Refund Request,46 hours,Pending,4.1
T1909,C58117,Refund Request,22 hours,Pending,2.7
T1910,C12729,Order Delay,27 hours,Escalated,2.6
T1911,C83127,Refund Request,43 hours,Resolved,4.4
T1912,C71186,,11 hours,Pending,1.7
T1913,C29409,Refund Request,17 hours,Resolved,1.9
T1914,C80044,Refund Request,18 hours,Escalated,3.5
T1915,C42960,Order Delay,8 hours,Resolved,3.6
T1916,C27201,Product Inquiry,2 hours,Pending,4.4
T1917,C04656,Account Issue,35 hours,Pending,1.4
T1918,C26910,Account Issue,35 hours,Pending,4.9
T1919,C60881,Order Delay,48 hours,,2.1
T1920,C71967,Product Inquiry,7 hours,Resolved,4.0
T1921,C22970,Order Delay,37 hours,Escalated,2.0
T1922,C49947,Order Delay,27 hours,Escalated,1.3
T1923,C25114,Account Issue,44 hours,Resolved,4.5
T1924,C61663,Order Delay,18 hours,Resolved,1.1
T1925,C32678,Account Issue,3 hours,Pending,1.1
T1926,C00954,Order Delay,15 hours,Escalated,
T1927,C09934,Account Issue,20 hours,Escalated,2.1
T1928,,,22 hours,Pending,4.3
T1929,C96218,Account Issue,20 hours,,2.1
T1930,C28352,Order Delay,10 hours,Resolved,2.1
T1931,C59512,Product Inquiry,44 hours,Pending,1.0
T1932,C40877,Product Inquiry,17 hours,,3.7
T1933,C17443,Refund Request,28 hours,Escalated,4.0
T1934,C61330,Refund Request,11 hours,Resolved,3.4
T1935,C27922,Account Issue,33 hours,Resolved,1.2
T1936,,Product Inquiry,,Pending,2.0
T1937,C30545,Account Issue,11 hours,Escalated,4.2
T1938,C35871,Account Issue,41 hours,Resolved,3.9
T1939,C60452,Order Delay,40 hours,Resolved,2.4
T1940,C94408,Refund Request,23 hours,,3.1
T1941,C29132,Account Issue,42 hours,Escalated,2.2
T1942,C51653,Refund Request,34 hours,Escalated,2.5
T1943,C39213,Account Issue,8 hours,Resolved,3.3
T1944,C37500,Product Inquiry,31 hours,Resolved,2.6
T1945,C65361,Refund Request,2 hours,Pending,2.2
T1946,C38178,Order Delay,27 hours,Escalated,
T1947,C50878,Product Inquiry,18 hours,Resolved,2.5
T1948,C05159,Product Inquiry,27 hours,Pending,2.3
T1949,C59422,Product Inquiry,37 hours,Pending,2.7
T1950,C39276,Refund Request,6 hours,Resolved,3.2
T1951,C70288,Order Delay,4 hours,Escalated,2.8
T1952,C85699,Refund Request,35 hours,Pending,1.4
T1953,C90584,Refund Request,38 hours,Escalated,4.8
T1954,C87900,Account Issue,,Pending,3.6
T1955,C80197,,,Resolved,4.0
T1956,C83681,Order Delay,14 hours,Resolved,4.8
T1957,C34673,Order Delay,42 hours,Resolved,3.3
T1958,C09869,Account Issue,14 hours,Pending,3.7
T1959,,Refund Request,16 hours,Pending,3.1
T1960,C29765,Account Issue,22 hours,Resolved,
T1961,C95417,Product Inquiry,30 hours,,4.3
T1962,C67968,Refund Request,,Pending,2.6
T1963,C40579,Product Inquiry,25 hours,Escalated,4.3
T1964,C50387,Account Issue,24 hours,Escalated,4.1
